0.164, 1.048, 65.529, 1.626, 0.797, 0.82, 0.38946632, 1.1424553, 65.94022, 1.5149183, 0.75120944, 0.8329782
0.164, 1.048, 65.529, 1.626, 0.815, 0.82, 0.38721165, 1.1415108, 65.93611, 1.5160292, 0.7518473, 0.8328484
0.148, 1.039, 65.529, 1.626, 0.815, 0.82, 0.38481954, 1.1404858, 65.93204, 1.517129, 0.75247884, 0.8327199
0.148, 1.039, 65.529, 1.815, 0.7, 0.822, 0.38245136, 1.1394709, 65.92801, 1.5201076, 0.7519541, 0.83261275
0.148, 1.044, 65.529, 1.815, 0.7, 0.822, 0.38010687, 1.1385162, 65.92402, 1.5230565, 0.75143456, 0.83250666
0.148, 1.044, 65.529, 1.187, 0.7, 0.822, 0.3777858, 1.137571, 65.92007, 1.519696, 0.75092024, 0.83240163
0.148, 1.044, 65.529, 1.187, 0.719, 0.825, 0.37548795, 1.1366353, 65.91615, 1.5163691, 0.75060105, 0.8323276
0.148, 1.042, 65.529, 1.187, 0.719, 0.825, 0.37321308, 1.1356889, 65.91228, 1.5130755, 0.750285, 0.83225435
0.396, 1.042, 65.529, 1.187, 0.719, 0.825, 0.37344098, 1.134752, 65.90845, 1.5098147, 0.74997216, 0.8321818
0.396, 1.042, 65.529, 1.82, 0.719, 0.822, 0.37366658, 1.1338245, 65.904655, 1.5129167, 0.74966246, 0.83208
0.396, 1.042, 65.529, 1.82, 0.714, 0.822, 0.37388992, 1.1329062, 65.9009, 1.5159875, 0.74930584, 0.8319792
0.387, 1.044, 65.529, 1.82, 0.714, 0.822, 0.37402102, 1.1320171, 65.89718, 1.5190277, 0.74895275, 0.83187944
0.387, 1.044, 65.529, 1.821, 0.714, 0.816, 0.3741508, 1.131137, 65.89349, 1.5220475, 0.7486032, 0.83172065
0.387, 1.044, 65.529, 1.821, 0.723, 0.816, 0.37427932, 1.1302656, 65.88985, 1.5250372, 0.74834716, 0.8315635
0.379, 1.044, 65.529, 1.821, 0.723, 0.816, 0.37432653, 1.129403, 65.88624, 1.5279969, 0.74809366, 0.83140785
0.379, 1.044, 65.529, 1.834, 0.723, 0.816, 0.37437326, 1.128549, 65.88267, 1.5310569, 0.7478427, 0.83125377
0.379, 1.044, 65.529, 1.834, 0.825, 0.828, 0.3744195, 1.1277035, 65.87913, 1.5340863, 0.7486143, 0.8312212
0.386, 1.046, 65.529, 1.834, 0.825, 0.828, 0.37453532, 1.1268865, 65.875626, 1.5370855, 0.74937814, 0.831189
0.386, 1.046, 65.529, 1.823, 0.825, 0.822, 0.37464997, 1.1260777, 65.87216, 1.5399446, 0.75013435, 0.8310971
0.386, 1.046, 65.529, 1.823, 0.702, 0.822, 0.37476346, 1.1252769, 65.86873, 1.5427752, 0.749653, 0.83100617
0.386, 1.207, 65.529, 1.823, 0.702, 0.822, 0.3748758, 1.1260941, 65.86533, 1.5455774, 0.74917644, 0.8309161
1.777, 1.207, 65.529, 1.82, 0.702, 0.822, 0.38889706, 1.126903, 65.86197, 1.5483217, 0.7487047, 0.830827
1.777, 1.207, 65.529, 1.82, 0.7, 0.827, 0.4027781, 1.1277041, 65.858635, 1.5510385, 0.74821764, 0.83078873
1.777, 1.211, 65.529, 1.82, 0.7, 0.827, 0.4165203, 1.128537, 65.85534, 1.5537282, 0.7477355, 0.8307509
1.777, 1.211, 65.529, 1.818, 0.7, 0.827, 0.4301251, 1.1293617, 65.85207, 1.556371, 0.7472582, 0.8307134
1.777, 1.211, 65.529, 1.818, 0.723, 0.825, 0.44359383, 1.1301781, 65.84884, 1.5589873, 0.7470156, 0.8306563
