0.214, 0.507, 65.529, 0.842, 2.959, 0.849, 0.39022288, 0.50457704, 65.94022, 0.8462787, 2.8708858, 0.95910406
0.218, 0.507, 65.529, 0.842, 2.959, 0.849, 0.38850066, 0.50460124, 65.93611, 0.84623593, 2.8717668, 0.95800304
0.218, 0.507, 65.529, 0.839, 2.959, 0.853, 0.38679567, 0.5046252, 65.93204, 0.8461636, 2.872639, 0.95695305
0.214, 0.505, 65.529, 0.846, 2.959, 0.853, 0.3850677, 0.50462896, 65.92801, 0.8461619, 2.8735025, 0.95591354
0.214, 0.505, 65.529, 0.846, 2.959, 0.846, 0.38335702, 0.50463265, 65.92402, 0.8461603, 2.8743575, 0.9548144
0.214, 0.507, 65.529, 0.846, 2.959, 0.846, 0.38166344, 0.5046563, 65.92007, 0.8461587, 2.8752038, 0.95372623
0.216, 0.507, 65.529, 0.846, 2.959, 0.846, 0.38000682, 0.50467974, 65.91615, 0.8461571, 2.8760417, 0.95264894
0.216, 0.507, 65.529, 0.842, 2.959, 0.846, 0.37836677, 0.5047029, 65.91228, 0.8461155, 2.876871, 0.95158243
0.216, 0.507, 65.529, 0.842, 2.959, 0.849, 0.3767431, 0.5047259, 65.90845, 0.8460744, 2.8776922, 0.95055664
0.313, 0.49, 65.529, 0.842, 2.959, 0.849, 0.37610567, 0.5045786, 65.904655, 0.84603363, 2.8785052, 0.9495411
0.313, 0.49, 65.529, 0.841, 2.959, 0.848, 0.3754746, 0.5044328, 65.9009, 0.84598327, 2.8793101, 0.9485257
0.214, 0.507, 65.529, 0.841, 2.959, 0.848, 0.37385985, 0.5044585, 65.89718, 0.84593344, 2.880107, 0.9475205
0.214, 0.507, 65.529, 0.844, 2.959, 0.848, 0.37226126, 0.5044839, 65.89349, 0.8459141, 2.8808959, 0.94652534
0.218, 0.505, 65.529, 0.844, 2.959, 0.848, 0.37071866, 0.504489, 65.88985, 0.845895, 2.881677, 0.94554013
0.218, 0.505, 65.529, 0.842, 2.959, 0.848, 0.3691915, 0.50449413, 65.88624, 0.8458561, 2.88245, 0.94456476
0.218, 0.507, 65.529, 0.842, 2.959, 0.848, 0.3676796, 0.50451916, 65.88267, 0.8458175, 2.8832154, 0.9435991
0.216, 0.507, 65.529, 0.844, 2.959, 0.848, 0.3661628, 0.50454396, 65.87913, 0.8457994, 2.8839731, 0.9426431
0.211, 0.505, 65.529, 0.844, 1.827, 0.848, 0.36461118, 0.5045485, 65.875626, 0.84578145, 2.8734035, 0.9416967
0.211, 0.505, 65.529, 0.842, 1.827, 0.848, 0.36307508, 0.504553, 65.87216, 0.84574366, 2.8629396, 0.9407598
0.211, 0.507, 65.529, 0.842, 1.567, 0.848, 0.36155432, 0.50457746, 65.86873, 0.8457062, 2.8499804, 0.9398322
