0.354, 0.625, 65.529, 0.582, 0.47, 0.79, 0.3548444, 0.6363134, 65.94022, 0.5867798, 0.57840896, 0.66988486
0.354, 0.599, 65.529, 0.582, 0.47, 0.79, 0.35483596, 0.63594025, 65.93611, 0.586732, 0.57732487, 0.671086
0.354, 0.599, 65.529, 0.582, 0.465, 0.809, 0.3548276, 0.6355709, 65.93204, 0.58668464, 0.5762016, 0.6724652
0.354, 0.561, 65.529, 0.582, 0.465, 0.809, 0.35481936, 0.63482517, 65.92801, 0.5866378, 0.57508963, 0.67383057
0.354, 0.561, 65.529, 0.581, 0.465, 0.809, 0.35481116, 0.6340869, 65.92402, 0.58658147, 0.57398874, 0.6751823
0.354, 0.446, 65.529, 0.581, 0.482, 0.809, 0.35480306, 0.632206, 65.92007, 0.5865257, 0.57306886, 0.67652047
0.358, 0.446, 65.529, 0.584, 0.482, 0.809, 0.35483503, 0.630344, 65.91615, 0.5865004, 0.57215816, 0.6778453
0.358, 0.446, 65.529, 0.584, 0.482, 0.626, 0.35486668, 0.6285005, 65.91228, 0.58647543, 0.5712566, 0.67732686
0.358, 0.391, 65.529, 0.584, 0.466, 0.626, 0.35489804, 0.6261255, 65.90845, 0.5864507, 0.570204, 0.6768136
0.354, 0.391, 65.529, 0.584, 0.466, 0.626, 0.35488907, 0.6237743, 65.904655, 0.5864262, 0.569162, 0.6763055
0.354, 0.391, 65.529, 0.581, 0.466, 0.626, 0.35488018, 0.62144655, 65.9009, 0.58637196, 0.56813043, 0.6758024
0.354, 0.391, 65.529, 0.581, 0.425, 0.797, 0.3548714, 0.6191421, 65.89718, 0.58631825, 0.56669915, 0.67701435
0.356, 0.372, 65.529, 0.581, 0.425, 0.797, 0.3548827, 0.61667067, 65.89349, 0.5862651, 0.56528217, 0.6782142
0.356, 0.306, 65.529, 0.581, 0.425, 0.797, 0.35489386, 0.61356395, 65.88985, 0.58621246, 0.5638793, 0.67940205
0.356, 0.306, 65.529, 0.581, 0.425, 0.617, 0.35490492, 0.6104883, 65.88624, 0.58616036, 0.5624905, 0.678778
0.356, 0.273, 65.529, 0.581, 0.419, 0.617, 0.3549159, 0.6071134, 65.88267, 0.5861088, 0.56105566, 0.6781602
0.356, 0.273, 65.529, 0.584, 0.419, 0.617, 0.35492674, 0.6037723, 65.87913, 0.5860877, 0.55963516, 0.6775486
0.356, 0.221, 65.529, 0.584, 0.423, 0.617, 0.35493746, 0.5999446, 65.875626, 0.58606684, 0.55826885, 0.67694306
0.354, 0.221, 65.529, 0.584, 0.423, 0.617, 0.3549281, 0.59615517, 65.87216, 0.58604616, 0.5569162, 0.6763436
0.354, 0.221, 65.529, 0.588, 0.423, 0.612, 0.35491884, 0.59240365, 65.86873, 0.5860657, 0.55557704, 0.6757002
0.354, 0.221, 65.529, 0.588, 0.435, 0.612, 0.35490966, 0.5886896, 65.86533, 0.5860851, 0.5543713, 0.6750632
0.344, 0.257, 65.529, 0.588, 0.435, 0.612, 0.35480055, 0.5853727, 65.86197, 0.5861042, 0.5531776, 0.6744326
0.344, 0.257, 65.529, 0.582, 0.435, 0.619, 0.35469255, 0.58208895, 65.858635, 0.58606315, 0.5519958, 0.67387825
0.344, 0.257, 65.529, 0.582, 0.416, 0.619, 0.35458562, 0.57883805, 65.85534, 0.5860225, 0.5506359, 0.6733295
0.354, 0.238, 65.529, 0.582, 0.416, 0.619, 0.35457978, 0.5754297, 65.85207, 0.58598226, 0.5492895, 0.6727862
0.354, 0.238, 65.529, 0.586, 0.416, 0.619, 0.354574, 0.5720554, 65.84884, 0.58598244, 0.54795665, 0.6722483
0.354, 0.238, 65.529, 0.586, 0.402, 0.614, 0.35456827, 0.56871486, 65.84564, 0.5859826, 0.54649705, 0.67166585
0.348, 0.398, 65.529, 0.586, 0.402, 0.614, 0.3545026, 0.5670077, 65.842476, 0.5859828, 0.54505205, 0.6710892
0.348, 0.398, 65.529, 0.588, 0.402, 0.614, 0.35443756, 0.56531763, 65.83934, 0.58600295, 0.54362154, 0.6705183
0.348, 0.398, 65.529, 0.588, 0.404, 0.622, 0.3543732, 0.56364447, 65.836235, 0.5860229, 0.54222536, 0.6700331
0.348, 0.335, 65.529, 0.588, 0.404, 0.622, 0.35430944, 0.56135803, 65.83316, 0.5860427, 0.5408431, 0.66955274
0.36, 0.335, 65.529, 0.581, 0.404, 0.622, 0.35436636, 0.5590945, 65.83012, 0.5859923, 0.5394747, 0.6690772
0.36, 0.335, 65.529, 0.581, 0.416, 0.622, 0.3544227, 0.5568536, 65.8271, 0.5859424, 0.53823996, 0.66860646
0.358, 0.249, 65.529, 0.581, 0.416, 0.622, 0.35445848, 0.5537751, 65.82412, 0.585893, 0.5370175, 0.6681404
0.358, 0.249, 65.529, 0.582, 0.416, 0.622, 0.35449392, 0.5507273, 65.82117, 0.58585405, 0.5358073, 0.667679
0.358, 0.249, 65.529, 0.582, 0.416, 0.449, 0.354529, 0.54771, 65.818245, 0.5858155, 0.53460926, 0.66549224
0.358, 0.24, 65.529, 0.582, 0.433, 0.449, 0.3545637, 0.5446329, 65.81535, 0.58577734, 0.5335932, 0.66332734
0.354, 0.24, 65.529, 0.582, 0.433, 0.449, 0.35455808, 0.5415866, 65.81249, 0.58573955, 0.53258723, 0.6611841
0.354, 0.24, 65.529, 0.582, 0.387, 0.619, 0.3545525, 0.5385707, 65.809654, 0.5857021, 0.5311314, 0.66076225
0.353, 0.299, 65.529, 0.582, 0.387, 0.619, 0.35453698, 0.536175, 65.80685, 0.5856651, 0.5296901, 0.66034466
